page,title
第17页,SAP  MM实施顾问
第17页,SAP FICO实施顾问
第17页,GIS开发工程师
第17页,GIS开发工程师
第17页,数据开发工程师（中级）
第17页,实施顾问/实施工程师
第17页,Java开发工程师
第17页,安卓开发工程师
第17页,iOS开发工程师
第17页,高级Java开发工程师
第17页,运维软件售前工程师
第17页,软件工程师
第17页,网络运维工程师
第17页,售前工程师
第17页,Java开发实习生
第17页,AI工程师
第17页,系统设计师
第17页,信息化设计师
第17页,.net软件开发工程师
第17页,web前端开发工程师
第17页,系统集成工程师
第17页,软件研发工程师
第17页,初级JAVA开发工程师
第17页,高级C++开发工程师
第17页,初级C++开发工程师
第17页,高级JAVA开发工程师
第17页,系统集成工程师
第17页,高级全栈工程师
第17页,项目开发工程师（信托）
第17页,大数据系统工程师
第17页,机器学习/深度学习/算法工程师
第17页,大数据前端开发工程师
第17页,大数据后台开发工程师
第17页,大数据开发工程师
第17页,系统工程师
第17页,软件开发工程师
第17页,项目开发（银行方向）
第17页,项目经理（银行方向）
第17页,数据库研发工程师
第17页,项目开发工程师
第17页,软件研发工程师
第17页,人工智能技术研发工程师
第18页,大数据分析师
第18页,大数据平台构架师
第18页,前端开发工程师
第18页,系统集成工程师
第18页,JAVA开发项目经理
第18页,Java开发工程师
第18页,Java软件工程师
第18页,软件开发工程师
第18页,Android软件工程师
第18页,IOS软件工程师
第18页,软件开发工程师/高级软件工程师（JAVA)
第18页,软件开发工程师/高级软件工程师（.net ）
第18页,实施工程师
第18页,Java开发工程师
第18页,高级JAVA开发工程师（开发组长）
第18页,大数据开发工程师
第18页,需求分析师
第18页,.NET开发工程师
第18页,系统管理员
第18页,数据库（底层）开发工程师/软件工程师/数据库工程师
第18页,.NET C#开发工程师
第18页,需求工程师
第18页,技术支持工程师
第18页,集团财务实施顾问（6-8k）
第18页,集团财务及供应链管控资深实施顾问
第18页,ERP售前顾问
第18页,驻场服务工程师-福州（三汇数字）
第18页,初级产品经理
第18页,java实习生
第18页,产品经理
第18页,需求分析师
第18页,java开发工程师
第18页,软件工程师
第18页,.net高级工程师
第18页,软件维护员
第18页,.NET开发工程师
第18页,系统集成售前工程师
第18页,系统集成工程师
第18页,delphi开发工程师
第18页,JAVA开发工程师
第18页,集成售前工程师
第18页,项目经理
第18页,集成技术工程师（数据中心）
第18页,集成技术工程师（弱电）
第18页,IT政府行业 销售经理
第18页,高级Java工程师
第18页,机器学习开发工程师-福州
第18页,数据库开发工程师-福州
第18页,JAVA前端开发-福州
第18页,大数据研发工程师
第19页,PHP开发工程师-福州
第19页,Android开发工程师
第19页,系统集成工程师
第19页,测试工程师
第19页,售前工程师（主机）
第19页,售前工程师（软件）
第19页,JAVA开发工程师-福州
第19页,C/C++软件开发工程师-福州
第19页,Java开发工程师
第19页,Java开发工程师
第19页,数据库管理员
第19页,大数据挖掘工程师
第19页,Java开发工程师
第19页,信息系统安全测评工程师
第19页,高级软件工程师
第19页,Web前端开发工程师
第19页,微信小程序前端开发师
第19页,微信小程序开发工程师
第19页,PHP高级程序员
第19页,Java高级开发工程师（澳新市场）
第19页,Android开发工程师
第19页,技术总监
第19页,物联网综合集成
第19页,系统集成工程师（网络）
第19页,C语言开发工程师
第19页,C语言开发工程师
第19页,JAVA开发工程师
第19页,系统集成实施工程师（主机）
第19页,网络运维工程师
第19页,C++开发工程师
第19页,系统集成运维工程师
第19页,UI设计师
第19页,网络安全工程师
第19页,Java开发工程师（高级）
第19页,测试工程师
第19页,嵌入式软件开发工程师
第19页,Java软件开发工程师
第19页,软件测试工程师
第19页,大数据开发工程师
第19页,高级java开发工程师
第19页,web前端开发工程师
第19页,Java开发工程师
第19页,H5前端工程师
第19页,PHP开发工程师
第19页,php项目经理
第19页,java开发工程师
第19页,UI美工设计师
第19页,Linux开发工程师
第19页,PHP开发工程师
第19页,Android开发工程师
第20页,iOS开发工程师
第20页,后端工程师
第20页,UI设计师
第20页,项目经理
第20页,JAVA开发工程师
第20页,JAVA高级开发工程师
第20页,JAVA开发工程师
第20页,福建移动系统运维工程师
第20页,福州系统代维工程师
第20页,Java初级开发工程师
第20页,Java中级开发工程师-智慧城市研发部
第20页,Java中级开发工程师-智慧城市研发部
第20页,Java高级开发工程师-智慧城市研发部
第20页,需求分析师-智慧城市研发部
第20页,互联网架构师-智慧城市研发部
第20页,开发经理-智慧城市研发部
第20页,前端开发工程师（政府采购研发中心）
第20页,软件实施工程师
第20页,需求分析师
第20页,UI设计师
第20页,解决方案工程师
第20页,Java高级研发
第20页,java初级研发
第20页,实施工程师
第20页,Java高级开发工程师
第20页,Java开发工程师
第20页,高级软件实施工程师
第20页,软件实施工程师
第20页,java服务端开发工程师
第20页,Java开发工程师
第20页,Android开发工程师
第20页,iOS开发工程师
第20页,开发经理
第20页,数据库管理员（DBA）
第20页,软件实施工程师
第20页,Java开发工程师
第20页,C/C++软件工程师
第20页,软件实施工程师
第20页,ERP实施顾问
第20页,技术支持与售后服务
第20页,JAVA开发工程师（福州）
第20页,实施工程师/助理工程师/软件工程师
第20页,助理工程师/实施工程师
第20页,实施工程师
第20页,研发经理
第20页,Java开发工程师
第20页,C++开发工程师
第20页,Android开发工程师
第20页,软件程序员
第20页,安全开发工程师（初级）
第21页,JAVA软件开发工程师
第21页,解决方案工程师
第21页,数据项目经理
第21页,大数据研发负责人
第21页,JAVA高级软件工程师
第21页,.NET高级软件工程师
第21页,需求分析工程师
第21页,GIS开发工程师
第21页,Andoird开发工程师
第21页,高级JAVA开发工程师（移动方向）
第21页,软件开发工程师
第21页,Java开发工程师
第21页,JAVA软件工程师（软件集成事业部）
第21页,IT工程师技术员Java，PHP，.NET
第21页,人员租赁（软件系统开发）
第21页,资深C++开发工程师
第21页,商务经理
第21页,ue4开发工程师
第21页,Java开发工程师
第21页,中级web前端工程师
第21页,高级C++开发工程师（reader）
第21页,中级C++开发工程师
第21页,中级c++开发工程师
第21页,c++开发工程师
第21页,软件工程师（项目管理方向）（福州）
第21页,IOS开发工程师（厦门）
第21页,JAVA开发工程师-福州（国际业务中心）
第21页,测试工程师
第21页,国际售后交付工程师
第21页,Java开发工程师
第21页,嵌入式软件工程师
第21页,大数据工程师（初级）
第21页,Java中级开发工程师
第21页,解决方案高级工程师-福州
第21页,系统集成解决方案高级工程师-福州
第21页,算法工程师-福州
第21页,系统架构师-福州
第21页,管理软件售前/售后技术支持工程师
第21页,Java软件工程师/Java Engineer
第21页,软件测试工程师
第21页,软件开发高级工程师
第21页,webapp高级工程师
第21页,Lua客户端程序员
第21页,iOS开发工程师
第21页,高级UI设计师
第21页,Android开发工程师
第21页,服务端开发工程师
第21页,C/C++开发工程师
第21页,Web安全工程师
第21页,Java高级工程师
第22页,大数据平台高级研发工程师
第22页,大数据平台系统工程师
第22页,前端开发工程师
第22页,高级研发工程师
第22页,研发工程师
第22页,工具开发程序员（.NET）高薪+五险一金+x弹性工时
第22页,C++程序员（手游服务端） 高薪+弹性工作制+五险一金
第22页,架构师
第22页,高级java软件工程师
第22页,UI设计师
第22页,政务行业架构师
第22页,算法工程师
第22页,算法工程架构师
第22页,需求分析师/产品经理
第22页,高级Web前端工程师
第22页,大数据挖掘架构师
第22页,大数据设计架构师
第22页,高级数据分析师/数据仓库
第22页,数据分析师/数据仓库
第22页,系统集成实施工程师
第22页,系统集成项目经理
第22页,系统集成售前工程师
第22页,JAVA软件工程师（福州）
第22页,Java中级开发工程师
第22页,高级JAVA开发工程师
第22页,C++高级开发工程师
第22页,java开发工程师
第22页,测试工程师
第22页,数据库工程师
第22页,前端开发工程师
第22页,php程序员
第22页,JAVA软件工程师
第22页,C开发工程师（福州马尾）
第22页,C开发工程师
第22页,JAVA开发工程师
第22页,Cocos2d-x开发
第22页,C++软件工程师
第22页,PHP程序员
第22页,Java开发经理
第22页,Java开发工程师
第22页,数据库开发人员（基于Hadoop数据库）
第22页,实施工程师
第22页,C/C++开发工程师
第22页,.NET开发工程师
第22页,web前端开发工程师
第22页,UI设计师
第22页,中级技术支持工程师
第22页,.NET开发工程师
第22页,软件实施工程师
第22页,高级Java开发工程师
第23页,助理系统集成工程师（仅针对2018年应届毕业生）
第23页,助理数据挖掘工程师（仅针对2018年应届毕业生）
第23页,助理数据分析工程师（针对2018年应届毕业生）
第23页,助理JAVA开发工程师（针对2018年应届毕业生）
第23页,运维工程师
第23页,高级售前咨询
第23页,系统集成工程师
第23页,数据挖掘工程师
第23页,高级数据挖掘工程师
第23页,系统架构师
第23页,ERP/用友咨询顾问
第23页,数据挖掘工程师
第23页,需求分析师
第23页,JAVA开发工程师
第23页,资深PHP研发工程师
第23页,PHP工程师
第23页,Android研发工程师
第23页,程序员
第23页,php软件开发工程师
第23页,软件开发技术员
第23页,应用软件工程师
第23页,C#应用开发工程师
第23页,C++开发工程师
第23页,C++高级软件工程师
第23页,Linux系统开发工程师
第23页,JAVA软件工程师
第23页,应用软件工程师
第23页,Java开发工程师
第23页,技术支持
第23页,软件工程师
第23页,JAVA开发实习生
第23页,上位机软件工程师
第23页,算法工程师
第23页,PHP开发工程师
第23页,实施工程师
第23页,大数据开发工程师
第23页,Java开发工程师
第23页,大数据开发工程师
第23页,***DBA
第23页,高级前端开发工程师
第23页,java架构师
第23页,DBA
第23页,java开发工程师
第23页,HTML5高级工程师
第23页,Java初级开发工程师
第23页,高级GIS软件开发工程师
第23页,GIS开发工程师
第23页,大数据分析师
第23页,售前工程师
第23页,移动端开发工程师
第24页,Java开发工程师
第24页,iOS开发工程师
第24页,售前集成系统工程师
第24页,实施工程师（福州办事处）
第24页,Java开发工程师（福州办事处）
第24页,嵌入式软件开发工程师
第24页,软件测试工程师
第24页,物联网工程师（.net开发/java开发）
第24页,JAVA开发工程师
第24页,Web前端开发工程师
第24页,需求工程师（福州办事处）
第24页,Java初级开发工程师
第24页,Java高级开发工程师
第24页,Java开发工程师实习生
第24页,JAVA开发项目组长
第24页,初级QT开发工程师
第24页,C++服务端
第24页,C++技术员
第24页,Android开发工程师
第24页,php软件开发工程师
第24页,手机游戏客户端开发工程师
第24页,JAVA开发实习生
第24页,银行高级业务顾问（东莞&福州）
第24页,IOS软件开发工程师
第24页,游戏UI设计师
第24页,C#开发工程师
第24页,信息系统安全测评工程师
第24页,软件工程师
第24页,C++技术员
第24页,C++服务端
第24页,coco2dx 客户端程序员
第24页,C++游戏服务器端程序员
第24页,需求分析师
第24页,初级嵌入式软件工程师
第24页,软件工程师
第24页,iOS开发工程师
第24页,Android开发工程师
第24页,JAVA开发工程师
第24页,高级JAVA开发工程师
第24页,人工智能技术研发工程师
第24页,游戏UI设计师
第24页,C++技术员
第24页,C++服务端
第24页,JAVA高级工程师
第24页,软件工程师/其他
第24页,java程序员
第24页,软件开发工程师
第24页,unix c  软件开发工程师
第24页,java 软件开发工程师
第24页,售前工程师（软件）
第25页,J2EE高级开发工程师
第25页,Java工程师
第25页,文档工程师
第25页,Java开发工程师
第25页,C++技术员
第25页,PHP开发工程师
第25页,银行业务分析师（福州、东莞）
第25页,银行需求分析师-BI方向（福州）
第25页,高级PHP开发工程师
第25页,Web开发工程师
第25页,高级软件开发工程师（JAVA方向）
第25页,运营专员
第25页,Android开发工程师
第25页,系统运维工程师
第25页,集成维护工程师
第25页,集成维护工程师
第25页,VR研发工程师
第25页,安卓开发工程师
第25页,系统维护工程师
第25页,PHP开发工程师
第25页,运维工程师
第25页,数据库开发工程师
第25页,中级安卓开发工程师
第25页,解决方案工程师
第25页,系统集成工程师
第25页,软件实施
第25页,初级JAVA开发工程师
第25页,软件测试工程师
第25页,初级数据库开发
第25页,初级C/C++ 开发工程师
第25页,C++开发工程师
第25页,.NET开发工程师
第25页,iOS高级开发工程师
第25页,移动端开发-Unity3d、Unity3d工程师、APP开发-Unity3d
第25页,iOS程序开发员
第25页,大数据研发工程师
第25页,.net/C#工程师
第25页,Java开发工程师（急聘）
第25页,Java开发工程师
第25页,Java开发实习生
第25页,PHP开发工程师
第25页,.NET开发工程师
第25页,Web前端开发工程师
第25页,Unity3d工程师、APP开发-Unity3d
第25页,软件工程师-Unity3D方向
第25页,IOS程序员
第25页,UI设计师
第25页,平台运维工程师
第25页,二维码图像算法工程师
第25页,二维码图像算法工程师（应届生）
第26页,高级二维码图像算法工程师
第26页,高级嵌入式Linux/Android工程师（物联网产品）
第26页,软件开发工程师
第26页,iOS高级开发工程师
第26页,Java高级开发工程师
第26页,PHP开发工程师
第26页,软件开发工程师 (JAVA)
第26页,高级软件开发工程师 (JAVA
第26页,C++开发工程师
第26页,Java开发人员
第26页,实施工程师
第26页,数据库工程师/管理员
第26页,C++技术员
第26页,C++技术员
第26页,Android软件开发工程师
第26页,Android高级开发工程师
第26页,Android中级开发工程师
第26页,android开发工程师
第26页,C++研发工程师（福州）
第26页,Java研发工程师（福州）
第26页,需求原型设计师
第26页,.net技术组长
第26页,数据开发工程师
第26页,中高级软件测试工程师
第26页,C++程序员（游戏研发）
第26页,Python开发工程师
第26页,JAVA程序员（游戏研发）
第26页,PHP 程序员 （游戏研发）
第26页,软件工程师
第26页,C++技术员
第26页,系统运维工程师（偏自动化运维方向）
第26页,UI前端工程师
第26页,开发工程师（项目经理）
第26页,应用开发工程师（客户端）
第26页,应用支持工程师（福州）
第26页,JAVA软件工程师
第26页,软件实施工程师
第26页,C++技术员
第26页,高级系统集成项目经理
第26页,系统集成项目经理
第26页,Android开发工程师
第26页,Java开发工程师
第26页,GIS数据处理工程师
第26页,客户服务
第26页,C#开发工程师
第26页,软件测试工程师
第26页,解决方案工程师
第26页,iOS开发工程师
第26页,系统集成工程师
第26页,Android开发工程师
第27页,.net开发工程师
第27页,.net高级工程师
第27页,Java开发工程师
第27页,Java高级软件工程师
第27页,C++技术员
第27页,核心系统开发岗
第27页,C++技术员
第27页,Android安卓开发工程师
第27页,Java高级软件开发工程师
第27页,iOS开发工程师
第27页,UE4程序
第27页,游戏程序招聘
第27页,游戏特效设计师
第27页,Android开发工程师
第27页,UI&H5设计师
第27页,PHP开发工程师
第27页,PHP程序员
第27页,Java开发工程师
第27页,C++技术员
第27页,Java开发工程师
第27页,实施工程师
第27页,数据库工程师（中级）
第27页,云产品高级实施工程师（IT智能运维方向）
第27页,需求分析师
第27页,Java开发工程师（高级）
第27页,Java开发工程师（中级）
第27页,数据库开发工程师（高级）
第27页,人工智能开发工程师
第27页,Domino运维工程师
第27页,系统运维工程师
第27页,解决方案工程师
第27页,.NET开发工程师
第27页,系统集成工程师
第27页,Java架构师
第27页,Java高级开发工程师
第27页,大数据开发工程师
第27页,java开发工程师
第27页,UI设计师
第27页,软件工程师
第27页,C++技术员
第27页,Android开发工程师（18届应届生）
第27页,C++技术员
第27页,软件开发工程师
第27页,VC++软件开发工程师
第27页,VOIP服务端研发经理/高级研发工程师
第27页,Java工程师
第27页,互联网产品经理
第27页,C++音视频开发工程师
第27页,c++软件开发工程师
第27页,JAVA高级工程师/架构师
第28页,Oracle DBA
第28页,Java工程师
第28页,计算机软件技术支持
第28页,实习生与见习生
第28页,外业调查人员
第28页,数据分析处理人员
第28页,数据库建设人员
第28页,GIS技术工程师
第28页,Java开发工程师
第28页,三维GIS系统开发工程师
第28页,WebGL研发工程师
第28页,信息安全顾问
第28页,UI美工设计
第28页,.NET高级开发工程师
第28页,iOS开发工程师
第28页,.NET开发工程师
第28页,Android开发工程师
第28页,FreeSwitch高级研发工程师
第28页,Java开发工程师
第28页,软件测试工程师
第28页,.NET开发工程师
第28页,软件实施工程师
第28页,软件应用工程师
第28页,UI设计工程师
第28页,集成制造工程师
第28页,高级程序员
第28页,C++技术员
第28页,C++技术员
第28页,python软件开发工程师
第28页,大数据工程师（高级）
第28页,WEB前端工程师
第28页,C++技术员
第28页,软件工程师
第28页,C++技术员
第28页,JAVA开发工程师
第28页,物联网开发工程师
第28页,软件产品经理
第28页,嵌入式软件工程师
第28页,安卓/ios开发工程师
第28页,微信小程序前端工程师
第28页,前端工程师
第28页,软件开发工程师
第28页,Java开发工程师
第28页,长期出差日本
第28页,Web前端开发工程师
第28页,java开发工程师-福州-00523
第28页,Android开发工程师-福州-00145
第28页,IOS开发工程师-福州-00074
第28页,JAVA高级工程师
第28页,诚招JAVA讲师(周末双休)
第29页,C/C++开发工程师（2018校园招聘）-福州
第29页,IOS开发工程师（2018校园招聘）-福州
第29页,数据库开发工程师（2018校园招聘）-福州
第29页,售前工程师（网络）
第29页,数据挖掘分析师-福州
第29页,Vue前端工程师-福州
第29页,JAVA开发工程师（2018校园招聘） -福州
第29页,PHP开发工程师（2018校园招聘）-福州
第29页,Android开发工程师（2018校园招聘）-福州
第29页,云集成工程师（2018校园招聘）-福州
第29页,Android/Java实习
第29页,Java开发工程师
第29页,软件工程师
第29页,软件工程师
第29页,PHP开发工程师
第29页,CMC_BOMC_JAVA开发工程师
第29页,数据分析师
第29页,中级/高级/资深JAVA开发工程师
第29页,Android 高级开发工程师
第29页,Android 系统开发工程师
第29页,Android APP开发工程师
第29页,系统集成工程师
第29页,长期出差日本
第29页,软件测试主管
第29页,高级JAVA软件开发工程师
第29页,C#工程师
第29页,中级C/C++开发工程师
第29页,中级JAVA开发工程师
第29页,软件开发项目经理（JAVA)
第29页,高级JAVA软件开发工程师
第29页,Android开发工程师
第29页,初级JAVA开发工程师
第29页,解决方案工程师(产品方向)
第29页,软件实施工程师
第29页,C++程序员
第29页,LINUX系统管理工程师
第29页,ORACLE数据库管理员
第29页,IOS苹果开发工程师
第29页,系统软件开发工程师
第29页,Java开发工程师
第29页,Android开发工程师
第29页,IOS开发工程师
第29页,诚招JAVA讲师
第29页,软件测试工程师
第29页,UI设计工程师
第29页,软件开发工程师
第29页,JAVA工程师
第29页,系统开发工程师
第29页,企划主管
第29页,招3年以上经验H5工程师
第30页,招收3-5年经验android工程师
第30页,招收3-5年经验ios工程师
第30页,php工程师
第30页,质量管理
第30页,Java开发工程师
第30页,Web前端开发工程师
第30页,实施工程师
第30页,软件实施工程师
第30页,急聘Java开发工程师
第30页,Java开发工程师
第30页,Java软件开发工程师
第30页,虚幻引擎UE4程序员
第30页,Java开发工程师/软件工程师
第30页,数据库开发工程师
第30页,系统集成工程师
第30页,系统维护工程师
第30页,.NET开发工程师
第30页,前端开发工程师
第30页,UI交互设计师
第30页,java/j2ee开发工程师
第30页,Java高级开发工程师
第30页,C# ASP.NET程序员
第30页,C# ASP.NET程序员(应届毕业生/实习)
第30页,C# .NET程序员(电商ERP软件开发)
第30页,Unity3d开发工程师
第30页,JAVA软件工程师
第30页,PHP软件工程师
第30页,产品经理助理
第30页,JAVA工程师（软件园研发中心上班）
第30页,JAVA工程师（软件园研发中心上班）
第30页,Android工程师 (软件园研发中心上班)
第30页,Ios高级工程师
第30页,测试实习生
第30页,SAP BI 顾问
第30页,BI工程师（中级）
第30页,SAP实施顾问（FICO/MM/SD/PP）
第30页,SAP BASIS运维工程师
第30页,SAP实施顾问（PS/PM/HR/WM/PLM）
第30页,嵌入式软件开发工程师
第30页,软件开发工程师
第30页,软件开发工程师
第30页,webapp工程师
第30页,PHP开发工程师
第30页,校招-研发工程师-福州-00575
第30页,初级实施工程师（福州）-福州-00082
第30页,中级实施工程师（福州）-福州-00083
第30页,高级Java开发（福州）-福州-00019
第30页,高级JAVA工程师（软件园研发中心上班）
第30页,中级java开发工程师
第30页,Java开发工程师
第31页,IOS软件工程师
第31页,HTML5开发工程师
第31页,net开发工程师(asp.net方向)
第31页,net开发工程师（Winform方向）
第31页,Android软件工程师
第31页,图像算法/处理工程师
第31页,web后端开发工程师
第31页,算法工程师――语音方向
第31页,资深全栈工程师
第31页,自然语言处理（NLP）研发工程师
第31页,软件实施工程师
第31页,C/C++/C#软件开发工程师
第31页,需求分析 （中间业务方向）
第31页,Java开发工程师
第31页,数据工程师
第31页,数据分析师
第31页,测试工程师
第31页,PHP开发工程师
第31页,Java高级开发工程师
第31页,java 软件开发工程师(实习生)
第31页,软件开发工程师（实习）
第31页,java中高级开发工程师
第31页,JS开发工程师实习生
第31页,Android APP开发工程师实习生
第31页,实习生（erp实施顾问）
第31页,Java后端web工程师（实习）
第31页,JAVA研发工程师 实习生
第31页,游戏服务端初级程序员(实习生)
第31页,c++服务端程序员（应届生、在校生）
第31页,高薪急聘cocos2d-x开发工程师
第31页,软件研发工程师――2018年应届生
第31页,软件开发工程师（实习生）
第31页,JAVA开发工程师（实习生）
第31页,实施顾问（实习生）
第31页,.NET开发工程师（实习）
第31页,Android开发工程师（实习）
第31页,SAP实施工程师(实习岗位）
第31页,（急聘）：SAP实施工程师(全职或实习均可)
第31页,Java 高级工程师/系统设计架构师（五险一金、双休）
第31页,大数据软件开发实习生
第31页,JAVA开发工程师
第31页,软件实施实习生
第31页,软件实施实习生
第31页,Cocos2d-X开发（实习生）
第31页,Python开发实习生
第31页,数据挖掘工程师(实习、全职)
第31页,软件开发工程师(.net)
第31页,软件开发工程师(JAVA)
第31页,软件开发工程师(数据库)
第31页,高级安卓APP软件工程师
第32页,C/C++开发工程（实习）
第32页,java开发工程师（实习）
第32页,H5研发实习生
第32页,php开发实习生
第32页,大数据研发工程师（2018校园招聘）-福州
第32页,IOS程序员（实习）
第32页,C# .NET程序员软件工程师(电商ERP软件开发)
第32页,WEB前端开发实习生
第32页,ERP实施工程师（实习）
第32页,大数据分析/数据挖掘/BI方向(招聘应届生 高薪）
第32页,ERP实施顾问8K起+岗前培训+项目奖金+急聘
第32页,数据分析师（高薪+岗前实训+项目奖金）
第32页,功能测试工程师(银行项目)
第32页,BI分析师助理/数据分析师助理(前景好 待遇优)
第32页,数据库工程师/管理员/数据挖掘/BI数据分析 高薪急聘
第32页,软件实施工程师（项目奖金 急聘）
第32页,系统分析员（实习生亦可）
第32页,数据分析专员 五险一金 双休 朝九晚五
第32页,SAP初级顾问（高薪）
第32页,统计分析专员/数据分析员（急聘 双休 旅游）
第32页,IT 系统（ERP/ OA/ WMS）实施工程师
第32页,ERP实施顾问（初级 高薪 双休）
第32页,统计员/数据分析师/（急聘 双休 项目奖金）
